
Session altered.

pv_quarter,item_category,meal_tier,deal_flag,item_type,qty_sold,revenue,avg_unit_price
2018-Q4,EasyDrop Hub,WEEKDAY,3,6.8,2.27
2018-Q4,EasyDrop Hub,WEEKEND,1,8.4,8.4
2018-Q4,FlashRider MY,WEEKDAY,2,12.6,6.3
2018-Q4,FlashRider MY,WEEKEND,1,9,9
2018-Q4,GoSend City,WEEKDAY,4,24.3,6.08
2018-Q4,Halo Courier Eats,WEEKDAY,6,51.2,8.53
2018-Q4,LajuFood Rider,WEEKDAY,13,85.8,6.6
2018-Q4,Maju Dispatch,WEEKDAY,5,28.4,5.68
2018-Q4,N/A - Pickup Order,WEEKDAY,7,0,0
2018-Q4,N/A - Pickup Order,WEEKEND,2,0,0
2018-Q4,PandaMove Express,WEEKDAY,2,17.6,8.8
2018-Q4,PandaMove Express,WEEKEND,1,0,0
2018-Q4,RotiRoad Express,WEEKEND,1,7.4,7.4
2018-Q4,SwiftDrop KL,WEEKDAY,1,7.8,7.8
2018-Q4,TapauRunner,WEEKDAY,1,7.5,7.5
2018-Q4,TapauRunner,WEEKEND,2,6.5,3.25
2019-Q1,EasyDrop Hub,WEEKDAY,4,32.6,8.15
2019-Q1,EasyDrop Hub,WEEKEND,2,14.2,7.1
2019-Q1,FlashRider MY,WEEKDAY,5,38,7.6
2019-Q1,FlashRider MY,WEEKEND,1,0,0
2019-Q1,GoSend City,WEEKDAY,1,10.3,10.3
2019-Q1,GoSend City,WEEKEND,2,19.4,9.7
2019-Q1,Halo Courier Eats,WEEKDAY,2,16.2,8.1
2019-Q1,Halo Courier Eats,WEEKEND,6,43.3,7.22
2019-Q1,LajuFood Rider,WEEKDAY,2,15.2,7.6
2019-Q1,Maju Dispatch,WEEKDAY,3,14.2,4.73
2019-Q1,Maju Dispatch,WEEKEND,1,7.7,7.7
2019-Q1,N/A - Pickup Order,WEEKDAY,9,0,0
2019-Q1,N/A - Pickup Order,WEEKEND,1,0,0
2019-Q1,PandaMove Express,WEEKDAY,6,44,7.33
2019-Q1,PandaMove Express,WEEKEND,2,16.4,8.2
2019-Q1,RotiRoad Express,WEEKDAY,1,7.4,7.4
2019-Q1,SwiftDrop KL,WEEKDAY,1,0,0
2019-Q1,SwiftDrop KL,WEEKEND,1,10,10
2019-Q1,TapauRunner,WEEKDAY,5,31.8,6.36
2019-Q1,TapauRunner,WEEKEND,2,15,7.5
2019-Q2,EasyDrop Hub,WEEKDAY,5,40.4,8.08
2019-Q2,EasyDrop Hub,WEEKEND,3,13.6,4.53
2019-Q2,FlashRider MY,WEEKDAY,3,19.4,6.47
2019-Q2,FlashRider MY,WEEKEND,2,15.8,7.9
2019-Q2,GoSend City,WEEKDAY,3,26.3,8.77
2019-Q2,GoSend City,WEEKEND,2,16.2,8.1
2019-Q2,Halo Courier Eats,WEEKDAY,2,16.6,8.3
2019-Q2,Halo Courier Eats,WEEKEND,5,30.8,6.16
2019-Q2,LajuFood Rider,WEEKDAY,7,56.8,8.11
2019-Q2,LajuFood Rider,WEEKEND,2,16.4,8.2
2019-Q2,Maju Dispatch,WEEKDAY,4,31.4,7.85
2019-Q2,N/A - Pickup Order,WEEKDAY,5,0,0
2019-Q2,N/A - Pickup Order,WEEKEND,2,0,0
2019-Q2,PandaMove Express,WEEKDAY,4,32,8
2019-Q2,PandaMove Express,WEEKEND,1,7.9,7.9
2019-Q2,RotiRoad Express,WEEKDAY,3,24,8
2019-Q2,RotiRoad Express,WEEKEND,2,14.8,7.4
2019-Q2,SwiftDrop KL,WEEKDAY,1,7.8,7.8
2019-Q2,TapauRunner,WEEKDAY,1,7.7,7.7
2019-Q2,TapauRunner,WEEKEND,1,7.5,7.5
2019-Q3,EasyDrop Hub,WEEKDAY,4,32.8,8.2
2019-Q3,EasyDrop Hub,WEEKEND,1,8.4,8.4
2019-Q3,FlashRider MY,WEEKDAY,3,22.4,7.47
2019-Q3,FlashRider MY,WEEKEND,2,14.6,7.3
2019-Q3,GoSend City,WEEKDAY,2,9.1,4.55
2019-Q3,GoSend City,WEEKEND,6,52.8,8.8
2019-Q3,Halo Courier Eats,WEEKDAY,6,45.3,7.55
2019-Q3,LajuFood Rider,WEEKDAY,3,15.2,5.07
2019-Q3,LajuFood Rider,WEEKEND,2,15.2,7.6
2019-Q3,Maju Dispatch,WEEKDAY,4,21.3,5.33
2019-Q3,Maju Dispatch,WEEKEND,1,7.3,7.3
2019-Q3,N/A - Pickup Order,WEEKDAY,11,0,0
2019-Q3,N/A - Pickup Order,WEEKEND,3,0,0
2019-Q3,PandaMove Express,WEEKDAY,3,22.3,7.43
2019-Q3,PandaMove Express,WEEKEND,5,35.1,7.02
2019-Q3,RotiRoad Express,WEEKDAY,3,25.2,8.4
2019-Q3,RotiRoad Express,WEEKEND,1,7.4,7.4
2019-Q3,SwiftDrop KL,WEEKDAY,4,32.8,8.2
2019-Q3,SwiftDrop KL,WEEKEND,1,8.8,8.8
2019-Q3,TapauRunner,WEEKDAY,4,31.8,7.95
2019-Q4,EasyDrop Hub,WEEKDAY,4,21.4,5.35
2019-Q4,EasyDrop Hub,WEEKEND,2,16.8,8.4
2019-Q4,FlashRider MY,WEEKDAY,3,7.8,2.6
2019-Q4,GoSend City,WEEKDAY,7,60.7,8.67
2019-Q4,GoSend City,WEEKEND,1,9.1,9.1
2019-Q4,Halo Courier Eats,WEEKDAY,3,17,5.67
2019-Q4,LajuFood Rider,WEEKDAY,3,16.4,5.47
2019-Q4,LajuFood Rider,WEEKEND,1,7.6,7.6
2019-Q4,Maju Dispatch,WEEKDAY,9,67.9,7.54
2019-Q4,Maju Dispatch,WEEKEND,1,7.7,7.7
2019-Q4,N/A - Pickup Order,WEEKDAY,11,0,0
2019-Q4,N/A - Pickup Order,WEEKEND,1,0,0
2019-Q4,PandaMove Express,WEEKDAY,4,24.3,6.08
2019-Q4,PandaMove Express,WEEKEND,2,15.2,7.6
2019-Q4,RotiRoad Express,WEEKDAY,1,7.4,7.4
2019-Q4,SwiftDrop KL,WEEKDAY,6,48.8,8.13
2019-Q4,TapauRunner,WEEKDAY,6,46,7.67
2019-Q4,TapauRunner,WEEKEND,1,7.5,7.5
2020-Q1,EasyDrop Hub,WEEKDAY,7,48,6.86
2020-Q1,FlashRider MY,WEEKDAY,2,14.4,7.2
2020-Q1,FlashRider MY,WEEKEND,2,12,6
2020-Q1,GoSend City,WEEKDAY,8,62.4,7.8
2020-Q1,GoSend City,WEEKEND,1,8.1,8.1
2020-Q1,Halo Courier Eats,WEEKDAY,8,67.6,8.45
2020-Q1,Halo Courier Eats,WEEKEND,1,8.1,8.1
2020-Q1,LajuFood Rider,WEEKDAY,8,63.2,7.9
2020-Q1,LajuFood Rider,WEEKEND,8,62.6,7.83
2020-Q1,Maju Dispatch,WEEKDAY,4,30,7.5
2020-Q1,N/A - Pickup Order,WEEKDAY,3,0,0
2020-Q1,N/A - Pickup Order,WEEKEND,10,0,0
2020-Q1,PandaMove Express,WEEKDAY,2,15.8,7.9
2020-Q1,RotiRoad Express,WEEKDAY,5,39.4,7.88
2020-Q1,RotiRoad Express,WEEKEND,1,8,8
2020-Q1,SwiftDrop KL,WEEKDAY,5,41.2,8.24
2020-Q1,SwiftDrop KL,WEEKEND,1,8.8,8.8
2020-Q1,TapauRunner,WEEKDAY,3,22.9,7.63
2020-Q2,EasyDrop Hub,WEEKDAY,1,0,0
2020-Q2,EasyDrop Hub,WEEKEND,2,15.6,7.8
2020-Q2,FlashRider MY,WEEKDAY,5,35.4,7.08
2020-Q2,FlashRider MY,WEEKEND,3,21.8,7.27
2020-Q2,GoSend City,WEEKDAY,3,25.9,8.63
2020-Q2,GoSend City,WEEKEND,3,25.9,8.63
2020-Q2,Halo Courier Eats,WEEKDAY,2,8.3,4.15
2020-Q2,Halo Courier Eats,WEEKEND,2,17.2,8.6
2020-Q2,LajuFood Rider,WEEKDAY,8,63,7.88
2020-Q2,LajuFood Rider,WEEKEND,2,17,8.5
2020-Q2,Maju Dispatch,WEEKDAY,5,32.8,6.56
2020-Q2,Maju Dispatch,WEEKEND,1,0,0
2020-Q2,N/A - Pickup Order,WEEKDAY,7,0,0
2020-Q2,N/A - Pickup Order,WEEKEND,5,0,0
2020-Q2,PandaMove Express,WEEKDAY,7,46.6,6.66
2020-Q2,PandaMove Express,WEEKEND,5,31.2,6.24
2020-Q2,RotiRoad Express,WEEKEND,1,7.4,7.4
2020-Q2,SwiftDrop KL,WEEKDAY,7,58.2,8.31
2020-Q2,TapauRunner,WEEKDAY,4,30.8,7.7
2020-Q2,TapauRunner,WEEKEND,2,15.6,7.8
2020-Q3,EasyDrop Hub,WEEKDAY,9,69.4,7.71
2020-Q3,FlashRider MY,WEEKDAY,9,67.4,7.49
2020-Q3,FlashRider MY,WEEKEND,1,7.2,7.2
2020-Q3,GoSend City,WEEKDAY,8,62.9,7.86
2020-Q3,GoSend City,WEEKEND,5,26.7,5.34
2020-Q3,Halo Courier Eats,WEEKDAY,1,6.9,6.9
2020-Q3,Halo Courier Eats,WEEKEND,3,25.5,8.5
2020-Q3,LajuFood Rider,WEEKDAY,2,14.8,7.4
2020-Q3,LajuFood Rider,WEEKEND,2,14.8,7.4
2020-Q3,Maju Dispatch,WEEKDAY,7,55.3,7.9
2020-Q3,Maju Dispatch,WEEKEND,6,49,8.17
2020-Q3,N/A - Pickup Order,WEEKDAY,15,0,0
2020-Q3,N/A - Pickup Order,WEEKEND,1,0,0
2020-Q3,PandaMove Express,WEEKDAY,1,6.9,6.9
2020-Q3,RotiRoad Express,WEEKDAY,5,31.6,6.32
2020-Q3,RotiRoad Express,WEEKEND,1,7.6,7.6
2020-Q3,SwiftDrop KL,WEEKDAY,3,15.4,5.13
2020-Q3,SwiftDrop KL,WEEKEND,6,47.4,7.9
2020-Q3,TapauRunner,WEEKDAY,1,7.5,7.5
2020-Q4,EasyDrop Hub,WEEKDAY,5,35,7
2020-Q4,EasyDrop Hub,WEEKEND,3,16.8,5.6
2020-Q4,FlashRider MY,WEEKDAY,3,20.6,6.87
2020-Q4,GoSend City,WEEKDAY,1,10.3,10.3
2020-Q4,GoSend City,WEEKEND,2,18.8,9.4
2020-Q4,Halo Courier Eats,WEEKDAY,12,84.2,7.02
2020-Q4,Halo Courier Eats,WEEKEND,1,8.3,8.3
2020-Q4,LajuFood Rider,WEEKDAY,9,62.2,6.91
2020-Q4,LajuFood Rider,WEEKEND,5,36,7.2
2020-Q4,Maju Dispatch,WEEKDAY,2,16,8
2020-Q4,Maju Dispatch,WEEKEND,2,15.6,7.8
2020-Q4,N/A - Pickup Order,WEEKDAY,9,0,0
2020-Q4,N/A - Pickup Order,WEEKEND,5,0,0
2020-Q4,PandaMove Express,WEEKDAY,3,20.3,6.77
2020-Q4,PandaMove Express,WEEKEND,3,23.9,7.97
2020-Q4,RotiRoad Express,WEEKDAY,4,32,8
2020-Q4,SwiftDrop KL,WEEKDAY,8,66.2,8.28
2020-Q4,SwiftDrop KL,WEEKEND,4,27,6.75
2020-Q4,TapauRunner,WEEKDAY,5,38.3,7.66
2020-Q4,TapauRunner,WEEKEND,1,8.1,8.1
2021-Q1,EasyDrop Hub,WEEKDAY,7,48.2,6.89
2021-Q1,EasyDrop Hub,WEEKEND,1,9,9
2021-Q1,FlashRider MY,WEEKDAY,6,46,7.67
2021-Q1,FlashRider MY,WEEKEND,1,6.8,6.8
2021-Q1,GoSend City,WEEKDAY,3,15,5
2021-Q1,GoSend City,WEEKEND,2,16.2,8.1
2021-Q1,Halo Courier Eats,WEEKDAY,5,44.5,8.9
2021-Q1,LajuFood Rider,WEEKDAY,5,30.8,6.16
2021-Q1,LajuFood Rider,WEEKEND,4,28,7
2021-Q1,Maju Dispatch,WEEKDAY,7,28.4,4.06
2021-Q1,Maju Dispatch,WEEKEND,10,78.6,7.86
2021-Q1,N/A - Pickup Order,WEEKDAY,13,0,0
2021-Q1,N/A - Pickup Order,WEEKEND,3,0,0
2021-Q1,PandaMove Express,WEEKDAY,8,63,7.88
2021-Q1,RotiRoad Express,WEEKDAY,4,28,7
2021-Q1,SwiftDrop KL,WEEKDAY,6,40.8,6.8
2021-Q1,TapauRunner,WEEKDAY,4,26.1,6.53
2021-Q2,EasyDrop Hub,WEEKDAY,10,69.4,6.94
2021-Q2,EasyDrop Hub,WEEKEND,2,16.4,8.2
2021-Q2,FlashRider MY,WEEKDAY,2,13.6,6.8
2021-Q2,FlashRider MY,WEEKEND,2,13,6.5
2021-Q2,GoSend City,WEEKDAY,4,35,8.75
2021-Q2,GoSend City,WEEKEND,2,17.2,8.6
2021-Q2,Halo Courier Eats,WEEKDAY,5,33,6.6
2021-Q2,Halo Courier Eats,WEEKEND,2,17.2,8.6
2021-Q2,LajuFood Rider,WEEKDAY,5,41,8.2
2021-Q2,LajuFood Rider,WEEKEND,4,23,5.75
2021-Q2,Maju Dispatch,WEEKDAY,7,49.5,7.07
2021-Q2,Maju Dispatch,WEEKEND,7,57.1,8.16
2021-Q2,N/A - Pickup Order,WEEKDAY,15,0,0
2021-Q2,N/A - Pickup Order,WEEKEND,3,0,0
2021-Q2,PandaMove Express,WEEKDAY,3,24.5,8.17
2021-Q2,RotiRoad Express,WEEKDAY,2,15.4,7.7
2021-Q2,RotiRoad Express,WEEKEND,3,15.4,5.13
2021-Q2,SwiftDrop KL,WEEKDAY,6,48.8,8.13
2021-Q2,SwiftDrop KL,WEEKEND,3,28.2,9.4
2021-Q2,TapauRunner,WEEKDAY,10,77,7.7
2021-Q3,EasyDrop Hub,WEEKDAY,2,14.6,7.3
2021-Q3,EasyDrop Hub,WEEKEND,5,42,8.4
2021-Q3,FlashRider MY,WEEKDAY,2,7.2,3.6
2021-Q3,FlashRider MY,WEEKEND,2,7.2,3.6
2021-Q3,GoSend City,WEEKDAY,2,9.1,4.55
2021-Q3,GoSend City,WEEKEND,7,58.1,8.3
2021-Q3,Halo Courier Eats,WEEKDAY,6,52.2,8.7
2021-Q3,Halo Courier Eats,WEEKEND,3,26.9,8.97
2021-Q3,LajuFood Rider,WEEKDAY,12,77.2,6.43
2021-Q3,LajuFood Rider,WEEKEND,2,7.6,3.8
2021-Q3,Maju Dispatch,WEEKDAY,2,15.6,7.8
2021-Q3,Maju Dispatch,WEEKEND,1,7.5,7.5
2021-Q3,N/A - Pickup Order,WEEKDAY,12,0,0
2021-Q3,N/A - Pickup Order,WEEKEND,5,0,0
2021-Q3,PandaMove Express,WEEKDAY,3,22.9,7.63
2021-Q3,PandaMove Express,WEEKEND,1,5.9,5.9
2021-Q3,RotiRoad Express,WEEKDAY,3,16,5.33
2021-Q3,RotiRoad Express,WEEKEND,4,23.4,5.85
2021-Q3,SwiftDrop KL,WEEKDAY,9,75,8.33
2021-Q3,SwiftDrop KL,WEEKEND,5,33.4,6.68
2021-Q3,TapauRunner,WEEKDAY,9,62.2,6.91
2021-Q3,TapauRunner,WEEKEND,4,33.2,8.3
2021-Q4,EasyDrop Hub,WEEKDAY,7,47.2,6.74
2021-Q4,EasyDrop Hub,WEEKEND,6,37,6.17
2021-Q4,FlashRider MY,WEEKDAY,5,15.8,3.16
2021-Q4,FlashRider MY,WEEKEND,1,7.2,7.2
2021-Q4,GoSend City,WEEKDAY,11,82,7.45
2021-Q4,GoSend City,WEEKEND,1,9.1,9.1
2021-Q4,Halo Courier Eats,WEEKDAY,5,32.2,6.44
2021-Q4,LajuFood Rider,WEEKDAY,7,43,6.14
2021-Q4,LajuFood Rider,WEEKEND,1,7.2,7.2
2021-Q4,Maju Dispatch,WEEKDAY,12,96.6,8.05
2021-Q4,N/A - Pickup Order,WEEKDAY,16,0,0
2021-Q4,N/A - Pickup Order,WEEKEND,1,0,0
2021-Q4,PandaMove Express,WEEKEND,4,24.1,6.03
2021-Q4,RotiRoad Express,WEEKDAY,8,66.4,8.3
2021-Q4,RotiRoad Express,WEEKEND,1,7,7
2021-Q4,SwiftDrop KL,WEEKDAY,6,49.8,8.3
2021-Q4,SwiftDrop KL,WEEKEND,5,34.2,6.84
2021-Q4,TapauRunner,WEEKDAY,8,49.8,6.23
2021-Q4,TapauRunner,WEEKEND,2,8.7,4.35
2022-Q1,EasyDrop Hub,WEEKDAY,11,74.4,6.76
2022-Q1,EasyDrop Hub,WEEKEND,4,29.6,7.4
2022-Q1,FlashRider MY,WEEKDAY,9,55.4,6.16
2022-Q1,FlashRider MY,WEEKEND,7,49.2,7.03
2022-Q1,GoSend City,WEEKDAY,3,25.7,8.57
2022-Q1,GoSend City,WEEKEND,2,15,7.5
2022-Q1,Halo Courier Eats,WEEKDAY,2,17.2,8.6
2022-Q1,Halo Courier Eats,WEEKEND,1,7.9,7.9
2022-Q1,LajuFood Rider,WEEKDAY,10,79.8,7.98
2022-Q1,Maju Dispatch,WEEKDAY,7,51.6,7.37
2022-Q1,Maju Dispatch,WEEKEND,1,7.5,7.5
2022-Q1,N/A - Pickup Order,WEEKDAY,14,0,0
2022-Q1,N/A - Pickup Order,WEEKEND,6,0,0
2022-Q1,PandaMove Express,WEEKDAY,3,23.9,7.97
2022-Q1,PandaMove Express,WEEKEND,6,42.5,7.08
2022-Q1,RotiRoad Express,WEEKDAY,2,15.4,7.7
2022-Q1,RotiRoad Express,WEEKEND,2,8,4
2022-Q1,SwiftDrop KL,WEEKDAY,9,76,8.44
2022-Q1,SwiftDrop KL,WEEKEND,3,23.2,7.73
2022-Q1,TapauRunner,WEEKDAY,1,8.1,8.1
2022-Q1,TapauRunner,WEEKEND,7,54.1,7.73
2022-Q2,EasyDrop Hub,WEEKDAY,9,50.2,5.58
2022-Q2,EasyDrop Hub,WEEKEND,4,33.2,8.3
2022-Q2,FlashRider MY,WEEKDAY,6,37.2,6.2
2022-Q2,GoSend City,WEEKDAY,7,59.1,8.44
2022-Q2,GoSend City,WEEKEND,1,8.5,8.5
2022-Q2,Halo Courier Eats,WEEKDAY,4,26.1,6.53
2022-Q2,Halo Courier Eats,WEEKEND,5,35,7
2022-Q2,LajuFood Rider,WEEKDAY,10,74,7.4
2022-Q2,LajuFood Rider,WEEKEND,1,8.2,8.2
2022-Q2,Maju Dispatch,WEEKEND,3,23.5,7.83
2022-Q2,N/A - Pickup Order,WEEKDAY,12,0,0
2022-Q2,N/A - Pickup Order,WEEKEND,7,0,0
2022-Q2,PandaMove Express,WEEKDAY,4,23.9,5.98
2022-Q2,PandaMove Express,WEEKEND,2,6.5,3.25
2022-Q2,RotiRoad Express,WEEKDAY,8,59.6,7.45
2022-Q2,RotiRoad Express,WEEKEND,5,38.2,7.64
2022-Q2,SwiftDrop KL,WEEKDAY,8,60,7.5
2022-Q2,SwiftDrop KL,WEEKEND,5,41.6,8.32
2022-Q2,TapauRunner,WEEKDAY,9,54.9,6.1
2022-Q2,TapauRunner,WEEKEND,4,31.6,7.9
2022-Q3,EasyDrop Hub,WEEKDAY,8,53.6,6.7
2022-Q3,EasyDrop Hub,WEEKEND,5,40.6,8.12
2022-Q3,FlashRider MY,WEEKDAY,8,53,6.63
2022-Q3,FlashRider MY,WEEKEND,5,37.8,7.56
2022-Q3,GoSend City,WEEKDAY,4,33.2,8.3
2022-Q3,GoSend City,WEEKEND,1,9.1,9.1
2022-Q3,Halo Courier Eats,WEEKDAY,7,43.9,6.27
2022-Q3,Halo Courier Eats,WEEKEND,3,16.8,5.6
2022-Q3,LajuFood Rider,WEEKDAY,5,32.2,6.44
2022-Q3,LajuFood Rider,WEEKEND,5,23.4,4.68
2022-Q3,Maju Dispatch,WEEKDAY,4,32.4,8.1
2022-Q3,Maju Dispatch,WEEKEND,4,29.6,7.4
2022-Q3,N/A - Pickup Order,WEEKDAY,12,0,0
2022-Q3,N/A - Pickup Order,WEEKEND,9,0,0
2022-Q3,PandaMove Express,WEEKDAY,12,96.4,8.03
2022-Q3,RotiRoad Express,WEEKDAY,4,33.2,8.3
2022-Q3,RotiRoad Express,WEEKEND,1,8,8
2022-Q3,SwiftDrop KL,WEEKDAY,9,48.6,5.4
2022-Q3,SwiftDrop KL,WEEKEND,4,16.6,4.15
2022-Q3,TapauRunner,WEEKDAY,6,42.3,7.05
2022-Q3,TapauRunner,WEEKEND,3,8.1,2.7
2022-Q4,EasyDrop Hub,WEEKDAY,11,70.8,6.44
2022-Q4,EasyDrop Hub,WEEKEND,1,6.8,6.8
2022-Q4,FlashRider MY,WEEKDAY,3,21.2,7.07
2022-Q4,FlashRider MY,WEEKEND,3,22,7.33
2022-Q4,GoSend City,WEEKDAY,5,33,6.6
2022-Q4,GoSend City,WEEKEND,1,8.5,8.5
2022-Q4,Halo Courier Eats,WEEKDAY,7,59.5,8.5
2022-Q4,Halo Courier Eats,WEEKEND,4,31.6,7.9
2022-Q4,LajuFood Rider,WEEKDAY,14,97.4,6.96
2022-Q4,LajuFood Rider,WEEKEND,7,55.8,7.97
2022-Q4,Maju Dispatch,WEEKDAY,3,7.7,2.57
2022-Q4,Maju Dispatch,WEEKEND,1,7.9,7.9
2022-Q4,N/A - Pickup Order,WEEKDAY,10,0,0
2022-Q4,N/A - Pickup Order,WEEKEND,11,0,0
2022-Q4,PandaMove Express,WEEKDAY,4,29.8,7.45
2022-Q4,PandaMove Express,WEEKEND,4,31.2,7.8
2022-Q4,RotiRoad Express,WEEKDAY,5,30.4,6.08
2022-Q4,RotiRoad Express,WEEKEND,1,7,7
2022-Q4,SwiftDrop KL,WEEKDAY,16,138,8.63
2022-Q4,SwiftDrop KL,WEEKEND,4,33.6,8.4
2022-Q4,TapauRunner,WEEKDAY,8,64.2,8.03
2022-Q4,TapauRunner,WEEKEND,3,18.6,6.2
2023-Q1,EasyDrop Hub,WEEKDAY,13,81,6.23
2023-Q1,EasyDrop Hub,WEEKEND,2,14.8,7.4
2023-Q1,FlashRider MY,WEEKDAY,9,57.2,6.36
2023-Q1,FlashRider MY,WEEKEND,7,42,6
2023-Q1,GoSend City,WEEKDAY,10,85.2,8.52
2023-Q1,GoSend City,WEEKEND,2,9.1,4.55
2023-Q1,Halo Courier Eats,WEEKDAY,4,33.8,8.45
2023-Q1,Halo Courier Eats,WEEKEND,1,8.3,8.3
2023-Q1,LajuFood Rider,WEEKDAY,10,70.6,7.06
2023-Q1,LajuFood Rider,WEEKEND,2,15,7.5
2023-Q1,Maju Dispatch,WEEKDAY,1,0,0
2023-Q1,Maju Dispatch,WEEKEND,2,14,7
2023-Q1,N/A - Pickup Order,WEEKDAY,17,0,0
2023-Q1,N/A - Pickup Order,WEEKEND,6,0,0
2023-Q1,PandaMove Express,WEEKDAY,4,34,8.5
2023-Q1,RotiRoad Express,WEEKDAY,4,31,7.75
2023-Q1,RotiRoad Express,WEEKEND,2,6.4,3.2
2023-Q1,SwiftDrop KL,WEEKDAY,9,75.8,8.42
2023-Q1,SwiftDrop KL,WEEKEND,3,24.8,8.27
2023-Q1,TapauRunner,WEEKDAY,10,67.3,6.73
2023-Q1,TapauRunner,WEEKEND,5,32,6.4
2023-Q2,EasyDrop Hub,WEEKDAY,11,85.4,7.76
2023-Q2,EasyDrop Hub,WEEKEND,5,33,6.6
2023-Q2,FlashRider MY,WEEKDAY,10,71,7.1
2023-Q2,FlashRider MY,WEEKEND,3,20,6.67
2023-Q2,GoSend City,WEEKDAY,10,70.2,7.02
2023-Q2,GoSend City,WEEKEND,2,9.1,4.55
2023-Q2,Halo Courier Eats,WEEKDAY,7,57.1,8.16
2023-Q2,Halo Courier Eats,WEEKEND,1,7.3,7.3
2023-Q2,LajuFood Rider,WEEKDAY,5,35.6,7.12
2023-Q2,LajuFood Rider,WEEKEND,7,53,7.57
2023-Q2,Maju Dispatch,WEEKDAY,3,23.3,7.77
2023-Q2,Maju Dispatch,WEEKEND,4,22.9,5.73
2023-Q2,N/A - Pickup Order,WEEKDAY,21,0,0
2023-Q2,N/A - Pickup Order,WEEKEND,2,0,0
2023-Q2,PandaMove Express,WEEKDAY,2,16.4,8.2
2023-Q2,PandaMove Express,WEEKEND,6,38.5,6.42
2023-Q2,RotiRoad Express,WEEKDAY,7,53.4,7.63
2023-Q2,RotiRoad Express,WEEKEND,5,31,6.2
2023-Q2,SwiftDrop KL,WEEKDAY,9,73.6,8.18
2023-Q2,SwiftDrop KL,WEEKEND,2,18.2,9.1
2023-Q2,TapauRunner,WEEKDAY,8,53.1,6.64
2023-Q2,TapauRunner,WEEKEND,4,24.3,6.08
2023-Q3,EasyDrop Hub,WEEKDAY,11,65.2,5.93
2023-Q3,EasyDrop Hub,WEEKEND,3,22.6,7.53
2023-Q3,FlashRider MY,WEEKDAY,13,85.4,6.57
2023-Q3,FlashRider MY,WEEKEND,4,31.8,7.95
2023-Q3,GoSend City,WEEKDAY,7,41.9,5.99
2023-Q3,GoSend City,WEEKEND,2,18.2,9.1
2023-Q3,Halo Courier Eats,WEEKDAY,14,106.5,7.61
2023-Q3,LajuFood Rider,WEEKDAY,10,78.6,7.86
2023-Q3,LajuFood Rider,WEEKEND,4,33,8.25
2023-Q3,Maju Dispatch,WEEKDAY,1,7.3,7.3
2023-Q3,Maju Dispatch,WEEKEND,2,7.7,3.85
2023-Q3,N/A - Pickup Order,WEEKDAY,7,0,0
2023-Q3,N/A - Pickup Order,WEEKEND,19,0,0
2023-Q3,PandaMove Express,WEEKDAY,5,38.9,7.78
2023-Q3,RotiRoad Express,WEEKDAY,6,45.4,7.57
2023-Q3,RotiRoad Express,WEEKEND,1,8,8
2023-Q3,SwiftDrop KL,WEEKDAY,7,57.2,8.17
2023-Q3,SwiftDrop KL,WEEKEND,6,52.8,8.8
2023-Q3,TapauRunner,WEEKDAY,12,86.9,7.24
2023-Q3,TapauRunner,WEEKEND,3,13.6,4.53
2023-Q4,EasyDrop Hub,WEEKDAY,11,65.6,5.96
2023-Q4,EasyDrop Hub,WEEKEND,5,29.4,5.88
2023-Q4,FlashRider MY,WEEKDAY,13,92.2,7.09
2023-Q4,FlashRider MY,WEEKEND,2,15,7.5
2023-Q4,GoSend City,WEEKDAY,9,67.8,7.53
2023-Q4,Halo Courier Eats,WEEKDAY,16,108.3,6.77
2023-Q4,Halo Courier Eats,WEEKEND,1,6.9,6.9
2023-Q4,LajuFood Rider,WEEKDAY,13,92.2,7.09
2023-Q4,LajuFood Rider,WEEKEND,2,16.4,8.2
2023-Q4,Maju Dispatch,WEEKDAY,8,40.7,5.09
2023-Q4,Maju Dispatch,WEEKEND,1,8.9,8.9
2023-Q4,N/A - Pickup Order,WEEKDAY,9,0,0
2023-Q4,N/A - Pickup Order,WEEKEND,15,0,0
2023-Q4,PandaMove Express,WEEKDAY,10,73.1,7.31
2023-Q4,PandaMove Express,WEEKEND,1,8.7,8.7
2023-Q4,RotiRoad Express,WEEKDAY,2,6.4,3.2
2023-Q4,RotiRoad Express,WEEKEND,4,28.2,7.05
2023-Q4,SwiftDrop KL,WEEKDAY,9,74.4,8.27
2023-Q4,SwiftDrop KL,WEEKEND,1,8.2,8.2
2023-Q4,TapauRunner,WEEKDAY,7,46.2,6.6
2023-Q4,TapauRunner,WEEKEND,4,20.1,5.03
2024-Q1,EasyDrop Hub,WEEKDAY,14,88.6,6.33
2024-Q1,EasyDrop Hub,WEEKEND,6,44.4,7.4
2024-Q1,FlashRider MY,WEEKDAY,10,70.8,7.08
2024-Q1,FlashRider MY,WEEKEND,5,37.4,7.48
2024-Q1,GoSend City,WEEKDAY,5,39.1,7.82
2024-Q1,GoSend City,WEEKEND,4,27.3,6.83
2024-Q1,Halo Courier Eats,WEEKDAY,4,33.4,8.35
2024-Q1,Halo Courier Eats,WEEKEND,5,42.3,8.46
2024-Q1,LajuFood Rider,WEEKDAY,12,89.6,7.47
2024-Q1,LajuFood Rider,WEEKEND,3,23.8,7.93
2024-Q1,Maju Dispatch,WEEKDAY,5,41.1,8.22
2024-Q1,Maju Dispatch,WEEKEND,1,0,0
